# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"","text"
"28","If the restaurant has been closed for 10 minutes, you should not be getting more coffee you should be getting the fuck out!"
"29","But baby is stilllll napping"
"30","I wanna go get my eyebrows threaded"
"31","Spencer always falls asleep right before I'm ready to leave"
"32","@mollllywood I'm sure youd looook fine!"
"33","@ShortChica213  red!"
"34","Especially because I don't even work, I just sit here alllllll fucking day"
"35","I am so fuckung bored, I hate work"
"36","So glad today is my last ten hour shift"
"37","Watching orange is the new black till I'm outta here"
"38","Soo thankful to have headphones today"
"39","Being miserable for the next two hours"
"40","It's freezing in here"
"41","When I get married I want a black wedding dress"
"42","Working two jobs is gonna kill me, I miss my baby all day :("
"43","Men should not wear sandals"
"44","I seriously need to clean out my car"
"45","My first costumer probably helped me more than I helped him.. making his own copies and shit"
"46","@TeeniTina213 I'm currently broke, how about tomorrow?"
"47","It's creepy in here now that I'm alone! @mollllywood"
"48","Can it be 7 already, I want my babbby!"
"49","My boss is eating bacon with a fork and knife... WTF?"
"50","Can't believe my little babe is six months old today :("
"1","@Dave_Eby @KevinFalcon @liberal_party @NDP @CPC_HQ although @PierrePoilievre couldn’t care less about BC so hopeful… https://t.co/YzDnnplL2X"
"2","⁦@KevinFalcon⁩ ⁦@Dave_Eby⁩ the BC @Legislators have to come to Abbotsford. It’s a critical situation and dangerous!… https://t.co/ToySzY3yvZ"
"3","@KevinFalcon Agreed. BC needs to ban safe drug supply. It’s being sold on the streets &amp; more are dying.… https://t.co/wi2H893Au5"
"4","@Jim_Jordan Why not? If it was Trumpy asking it would be AOK! Your so pathetic."
"5","@Jim_Jordan Wrong , @GOP want to hurt Americans, take away healthcare services and raise the prices of meds. Stop l… https://t.co/KhXyl4g84A"
"6","Jack Layton would be disappointed in @NDP selling out Canadians. @liberals are taxing Canadians to death while givi… https://t.co/8Swh2HgqtY"
"7","@theJagmeetSingh @IBEW213 Your a traitor &amp; hypocrite. One minute your passing bills with the liberals &amp; the next yo… https://t.co/qOBseTezTW"
"8","@CTVTheDebate My opinion: Alcohol/Drugs/Cigarettes are all bad &amp; should have warning labels. All the complaining ab… https://t.co/2Nug8a3BRp"
"9","Why are the @DNC not having a younger candidate? Where are the @DNC ? There are some younger generation leaders abl… https://t.co/O7LoDbCadJ"
"10","Make Pensions=Cost Of Living. @JustinTrudeau @CanadianPM @theJagmeetSingh @NDP @PierrePoilievre @CPC_HQ"
"11","If @GOP view Trump as a great President and he’s done “nothing” wrong then why aren’t those “great”@GOP lawyers rep… https://t.co/Fp9I6vxwEn"
"12","@Jim_Jordan Double standards is what Trump is known for. He gets away with all kinds of things that’s regular folks… https://t.co/4PiypWGAKS"
"13","@CTVTheDebate Can I have a $30,000 raise added to my pension so it equals the cost of living? The answer NO! Make p… https://t.co/dZO6SQ5IyX"
"14","@Jim_Jordan Sure as heck wasn’t you. Your a loud mouth bully coward!"
"15","@Dave_Eby make the report for Surrey police NOT blacked out. How dare you force a nonsensical report when it can’t… https://t.co/xtvBVn5G0a"
"16","Why is it that @PierrePoilievre refuses to get a security clearance? Something to hide? If any politician refuses t… https://t.co/YBftBGY9Gf"
"17","@The_Trump_Train NO!!😡"
"18","Wow maybe all those really smart @GOP lawyers who think Trumpy is innocent of liable sexual abuse, maybe you could… https://t.co/pPTnFrkwlK"
"19","@CPC_HQ The only way to end it is to have a no confidence vote. @partiquebecois @CanadianGreens @NDP @CPC_HQ gang u… https://t.co/H3Q0jCDKPX"
"20","@CTVTheDebate All you have to do is go to a reservation &amp; buy them. They are all over BC for purchase although they… https://t.co/HVdp4u0cL5"
"21","@CTVTheDebate It seems Johnson has been bought off by his good friend Justin Trudeau. A conflict of interest it see… https://t.co/wFoWwZwtU4"
"22","@theJagmeetSingh Your a hypocrite. Can anyone really be surprised that Johnson report said this. First he reported… https://t.co/OdM9BxUMhO"
"23","@laurenboebert Your the best of the best in the evil department. Crack pot !"
"24","@ProudElephantUS Yup that should be said for the Trump Family Mafia and criminal empire."
"25","@The_Trump_Train Not a chance. Who would vote for criminals? Oh wait that would be the criminal entity of @GOP"
"26","There is no reason for Canada to have 176 Chinese diplomats &amp; illegal Chinese police stations in Canada. If the pol… https://t.co/2PeAwxULi3"
"27","Yup the NRA is absolutely  deplorable https://t.co/xhvyrrggry"
"28","@NRA @GovMLG The NRA is a criminal enterprise and needs to be disbanded. Indirectly responsible for thousands of no… https://t.co/d6h3UGrUrr"
"29","This is such a joke and an unbelievable statement. 😀🤣😆 https://t.co/LsLNrjkjRV"
"30","Yup and the @NDP is hypocritical in one day they are for @JustinTrudeau and 2 hrs later trash talking… https://t.co/BJxgtE4bU4"
"31","Yes he does so stop lying and spreading fake news. @CNN @DNC @MSNBC https://t.co/zqLKglOa4r"
"32","@PierrePoilievre @CPC_HQ what is your plan? Seniors, care homes, medical, inflation, housing, pensions to equal cos… https://t.co/LdkJKPJCiQ"
"33","he said in his last speech that the US isn’t a racist country! What a load of crud that is. Liar. The US is one of… https://t.co/a9DHgTCf6N"
"34","@GOP didn’t Tim Scott during his last speech say that the US isn’t racist? What a bunch of crud that is. The US was… https://t.co/gmKUpsNG59"
"35","@WestJet The CEO Alexis von Hoensbroech is a man ruining &amp; digging west jet into the ground. Your workers are your… https://t.co/XMgvSKFezG"
"36","@DNC @GOP @POTUS @SpeakerMcCarthy Americans need to do this along with semi automatics. Wake up! Canada already has… https://t.co/eVdDW1VQKr"
"37","Why isn’t @theJagmeetSingh @NDP standing up to @JustinTrudeau @CanadianPM about the carbon taxes 1&amp;2 ?… https://t.co/Nv6OfY8iYL"
"38","@SpeakerMcCarthy @SpeakerRyan @newtgingrich @SpeakerBoehner @SpeakerPelosi 🤢🤢🤢🤢🤢🤮🤮🤮"
"39","@EliseStefanik Liar"
"40","@VernonForGA Well if you do that then Clarence Thomas, Trump, Greene, Jordan, McCarthy, Santos, Thune all need to b… https://t.co/jMNd1Lqhxb"
"41","Trump could be a Russian asset. Really he could be."
"42","@RepCiscomani @SpeakerMcCarthy The only ones who want to defund Law enforcement are @GOP . Start telling the truth… https://t.co/J5mgKlkGAs"
"43","@SpeakerMcCarthy @GOP  are cowards for not expelling Santos. You know it is the right thing to do."
"44","@CalltoActivism Yes she is and so are a lot  of republicans."
"45","@BCUnitedCaucus Well on this issue I agree with doing this. I wish I had this option after being diagnosed with bre… https://t.co/mVY3WYiYbK"
"46","@CTVTheDebate It’s a cash grab. Same as carbon taxes. Tax the tax on the tax. Almost 61 cents for carbon tax added.… https://t.co/KrB5DLygli"
"47","@CTVTheDebate Yes . Just so you know there is more to Canada then Ontario. And Quebec."
"48","@CTVTheDebate Who cares. This is such a pathetic subject"
"49","@theJagmeetSingh @NDP @PierrePoilievre @CPC_HQ why can’t you join together to stop Trudeau second carbon tax? Put a… https://t.co/AiWCqsMYGW"
"50","@SpeakerMcCarthy And what else aren’t you telling Americans? Your holding back on the real truth. Tell the whole truth. @MSNBC @DNC"
"1","@ari_rubalcava What did I just read"
"2","No one should have to go through this. We are failing our kids and what’s the saddest part is that we have become “… https://t.co/re0tNc22l4"
"3","@Ibraaa_heeem 🤣"
"4","31 points at Half Time at age 38 🤯 #LeBron"
"5","Very upsetting to see the Lakers go down 3-0 😤"
"6","@_ivettesosa19 It be like that"
"7","There has been something extra in the pollen these last couple of days 🤧"
"8","@ari_rubalcava Omg same 💀"
"9","Finally! This has been needed for decades 🤣 https://t.co/9H17qtUPB8"
"10","@_ivettesosa19 Congratulations Ivette 🥳🙏🏼"
"11","@Dereksote Proud of you Derek 🤧"
"12","Food insecurity is a big issue right now. New York’s rate of food insecurity is 10.3%. That is crazy. https://t.co/Ff4iWoYLqM"
"13","New York renters, get the facts! Join the zoom! https://t.co/snrQT7maII"
"14","Eid Mubarak 🥳 https://t.co/Gyq0FKNn7y"
"15","@_ivettesosa19 You won't miss it"
"16","This is insane! Gen Z will not forget this in 2024. https://t.co/11axRmkx86"
"17","@Dereksote Such an iconic movie"
"18","Let’s go Knicks 🤧👏🏼 https://t.co/nNaHQZCg1r"
"19","My generation is fed up. Remember this in 2024! https://t.co/J9rr0Uw1mK"
"20","@Dereksote So Iconic"
"21","Gun violence is the #1 killers of children and teens in this country. Think about that for just a second. https://t.co/0OWhOtdkZJ"
"22","They’re so out of touch with reality https://t.co/ONvVzb8Jg7"
"23","@Dereksote 🫶🏼"
"24","How is it March already?"
"25","Round 3? https://t.co/aUduVdK047"
"26","@Dereksote We love Jamaal 🫶🏼"
"27","And we’re over here freezing in NY"
"28","It was 80 degrees in D.C today 😶"
"29","A year ago today I applied to @CHCI . My life is completely different now….."
"30","So out of touch https://t.co/xhUVnYgqHd"
"31","This https://t.co/3gVGjdPqp5"
"32","@ari_rubalcava Just a normal day for you"
"33","Bad Bunny deserved Album of the Year #GRAMMYs"
"34","It is TOO cold"
"35","🤧 https://t.co/6ajEcQ4Gjm"
"36","Having two monitors is a major convenience"
"37","@Dereksote We should go 🫢🫢🫢🫢"
"1","@babe_elder @RiverVic1974 @JoeyMannarinoUS Yah."
"2","@babe_elder @RiverVic1974 @JoeyMannarinoUS Oh yes they do."
"3","@jtcope4 @DeAngelisCorey @RoyCooperNC @NC_Governor @JohnLockeNC @AFPNC @triciacotham @SenatorBerger No because not… https://t.co/WSt5FlHxFw"
"4","@RyanAFournier Now let’s sink Enron. Lmao 🤣"
"5","@JoeyMannarinoUS I’m voting for Biden. You can go on your merry way."
"6","@ForwardCarolina Those are facts."
"7","@benshapiro Good deflection Ben. Go back to talking smack to college students."
"8","@benshapiro We get it you love Ron. Ben loves a fascist theocracy."
"9","@RonnyJacksonTX We want clean water. Regulation is important or we’re just poisoning ourselves. Well conservatives… https://t.co/MGic7HgBDA"
"10","@tedcruz Christian nationalism is a serious problem."
"11","@SenThomTillis So you’re mad that he’s standing for values that he believes in. I see republican senators doing the… https://t.co/FZcIejWNfC"
"12","@CraigSw60447870 @Rodimus69 @NessaSuicide @CalltoActivism Do you even have proof of that? I mean I know the right w… https://t.co/xiq8sXN0y6"
"13","@Rodimus69 @NessaSuicide @CalltoActivism What is wrong with you people? We’ve cut taxes on the rich since Reagan to… https://t.co/bYKCVRiA7B"
"14","@RickyJa56396441 @CalltoActivism Why didn’t you ask this question anytime in the last 6 years?"
"15","@brad_polumbo Florida does have any laws. I always make this joke."
"16","@MichaelLee4NC @AnnePak4 You don’t care about any kids but your own. If you want everyone to go to a private school… https://t.co/rgmgnQHVkO"
"17","@MichaelLee4NC @AnnePak4 It’s totally about dismantling public education. You don’t give a rats ass about kids and… https://t.co/BKfCrgnrUr"
"18","@SpeakerMcCarthy We need to raise taxes on the wealthy. Why is that so hard to understand. You have to create reven… https://t.co/FOXN8QZsNf"
"19","@Ronbossjr @NCHouseDems No one is indoctrinating your
Kids. We don’t pay teachers well and expect excellence from t… https://t.co/DjR6VxKKEe"
"20","@benshapiro God is not real."
"21","@LynnTan14475430 @polkncgop @NCHouseDems Yes it is."
"22","@polkncgop @NCHouseDems That’s a flat out lie"
"23","@TheologeticsOrg God is not real."
"24","@DrFrankTurek God is not real."
"25","@meatandtofu @FiggyBiscuits @triciacotham Yes because I care about doing what’s right."
"26","@triciacotham You were a lobbyist for years advocating for charter schools. You’re being paid to defund our public schools."
"27","@tedcruz Dr.King was a socialist. That’s a good thing. Most would not know this because we’re not taught that in school."
"28","@MalibuSolo @TulsiGabbard Gods not real."
"29","@RepDanBishop What debt crisis? You’re just manufacturing shit."
"30","@JudiciaryGOP Doesn defining a woman question something that resonates with voters? I’m concerned for your mental health."
"31","@GoodPoliticGuy Socialist can make money. Elon doesn’t understand economic systems obviously."
"32","@JudiciaryGOP Sounds like GOP is unwilling to negotiate or compromise on anything."
"33","@SpeakerMcCarthy Dude you’re the one doing this. Not the president."
"34","@HawleyMO You’re a strange man. What kind insecurities are you hiding to be obsessed with what constitutes being a… https://t.co/fzPerhY0Is"
"35","@DrFrankTurek God is not real.  Hate the liars who use God to harm others for their own gain."
"36","@shellenberger They’re being paid by a Trump operative. They don’t really have any credibility as whistleblowers. P… https://t.co/LZZbbKlLiR"
"37","@JudiciaryGOP This is a stupid statement and makes the GOP look really stupid."
"38","@RandPaul Isn’t that what republicans do all the time ? Collude with corporations to take money from regular people."
"39","@WXcoasting @FiggyBiscuits @ThisIsMarlee @triciacotham That’s a great playlist!"
"40","@JudgeJeanine Look I can do
It too. Republicans has destroyed America!!!!! Let me scream a little louder for the people in the back."
"41","@SpeakerMcCarthy You also need to do this during budget season and not hold the whole country hostage because you w… https://t.co/BybRze9M9H"
"42","@SenateGOP @SenTedBuddNC He’s really nothing special."
"43","@WhatleyNCGOP @SenTedBuddNC He’s another conservative hack who will do nothing with his 6 years in office except ma… https://t.co/85i4AWdoBc"
"44","@glennbeck Why does Glen Beck look like to Colonel from KFC?"
"45","@EliLake James Comey is the reason Hillary lost in 2016."
"46","@Riley_Gaines_ @RepKatiePorter @piersmorgan @billmaher Isn’t it funny how conservatives turn every situation into s… https://t.co/XP3CXHpoXs"
"47","@FiggyBiscuits @triciacotham Lmao 🤣"
"48","@FiggyBiscuits @triciacotham Conservatives have no morals or principles."
"49","@crvx9t4tfw @JulieEiselt @triciacotham Private schools don’t provide better education just because it’s outside the… https://t.co/CIvLr1Qmm0"
"50","@crvx9t4tfw @JulieEiselt @triciacotham You mean your property taxes that you have to pay regardless goes to your lo… https://t.co/DerHyJqLfm"
"51","@benshapiro I don’t understand what straws you’re trying to grasp. What Ron is doing in Florida should make you feel scared and appalled."
"52","@HausPage @triciacotham Thomas sowell is another conservatives hack. Please read his books and realize he has bad ideas."
"53","@FiggyBiscuits @triciacotham I want a politician to advocate for what they campaigned on and got elected to represe… https://t.co/rM5MdFNGRL"
"54","@triciacotham You’re liar and you betrayed the voters you represent. Thanks for helping to ruin our state."
"55","@MattWalshBlog You’re Karen… you whine so much much every day. My god do you people play the victim so much."
"56","@laurenboebert Can you prove that?"
"57","@DeAngelisCorey He’s not wrong. Parents are too busy to teach their kids."
"58","@Jim_Jordan I haven’t seen them yet. Where are they? I know you’re really good at making them up and screaming abou… https://t.co/arM9VBypFs"
"59","https://t.co/uO97bJzA3t"
"60","https://t.co/ybBH7wkRbR"
"61","https://t.co/14KCWwj7h0"
"62","@MrLottaHoes Dude glasses are cool. I prefer them any day to not seeing."
"63","@RepMattGaetz James comey is the one that caused hillary to lose in 2016. Your logic makes no sense."
"64","@SpeakerMcCarthy You created this problem. Just pass a clean debt ceiling bill and then negotiate the budget during… https://t.co/j39UuaxD0o"
"65","@UNCDubb Man, their base sure does love legislating anyone that isn’t a rich white man. It gets really old seeing t… https://t.co/RoqNMTMnI7"
"66","@GP_Ut_Prosim @PeteKaliner I’m leftist not a liberal. Totally 2 different things."
"67","@PeteKaliner We don’t need new restrictions on abortion care in North Carolina."
"68","@GP_Ut_Prosim @PeteKaliner Is that supposed to prove a point? This makes you look hateful and petty."
"69","@UNCDubb @PeteKaliner @CLG120 @PPSATNC @NC_Governor We didn’t need it."
"70","@PeteKaliner @ErikDavisforNC1 It should be! Do you want your penis to be legislated? Controlled by a bunch of old c… https://t.co/mfOfs1C3ix"
"71","@PeteKaliner Get out of here. We would of been just fine with the abortion ban being at 20 weeks. That would of bee… https://t.co/la0NJFBbOU"
"72","@RepNancyMace You’re a trump shill."
"73","@settle_eddie @ncpol @ncga @NCGOP You make me sick. Why do you guys feel compelled to hurt women in North Carolina?… https://t.co/28Z33oHymD"
"74","@NikkiHaley It’s a nothing burger."
"75","@Skip90572567 Snowflake is offended."
"76","@GMarisaPal @Neal_Inman @NCHouseSpeaker https://t.co/Rui3F9n0Z8"
"77","@AStevens1956 @Neal_Inman @LauraLauram7 @NCHouseSpeaker https://t.co/j5T0kr14kO"
"78","@N_Campbell458 @Neal_Inman @NCHouseSpeaker https://t.co/iK4IGLUGym"
"79","@M_Walker33 @ABC11_WTVD https://t.co/IoRxfyAcUv"
"80","@Bigmacsr56 @ABC11_WTVD @markrobinsonNC https://t.co/npiB2RP2fS"
"81","@LooneyTunes002 @ABC11_WTVD https://t.co/Wt4vMhQ6y8"
"82","@ShreveportPete @ABC11_WTVD https://t.co/wgOJgNBghG"
"83","@amendconsult @ABC11_WTVD https://t.co/BR2GG8g2ud"
"84","@AudreyruthBlev2 @ABC11_WTVD @settle_eddie https://t.co/1yjcCcdCqZ"
"85","@AudreyruthBlev2 @ABC11_WTVD https://t.co/9k21817jL4"
"86","@shellbell1060 @ABC11_WTVD https://t.co/ZsfrMQdU2B"
"87","@JoeToole13 @0ct4v1an @rothbard_brasil @RobertKennedyJr Obviously you haven’t thought through the implications of u… https://t.co/WbN2HAEs8V"
"88","@BasedMikeLee Durham has credibility? Really?"
"89","@triciacotham https://t.co/YsMXrrNquu"
"90","@triciacotham https://t.co/Y7q1MMa07P"
"91","@triciacotham https://t.co/eRJ2se8Q5H"
"92","@triciacotham @NC_Governor @Hunt_Institute https://t.co/w2XaV4Ix09"
"93","@triciacotham @AHHCNC https://t.co/eO3tY36Pcl"
"94","@triciacotham https://t.co/t59M6bWxAF"
"95","@triciacotham https://t.co/sSW5HQhsOf"
"96","@triciacotham https://t.co/q2wKMkhtex"
"97","@triciacotham @LIBRENC @AFPNC https://t.co/I6PMdYdhBM"
"98","@triciacotham https://t.co/qKT3FxmQBx"
"99","@triciacotham @MichaelLee4NC @MyNCSenate @NCHouseSpeaker https://t.co/SnOhVJOoRN"
"100","@triciacotham https://t.co/1rrnJLd0Z6"
"101","@triciacotham @Riley_Gaines_ https://t.co/Bobkddo4Ns"
"1","Showing Puss in Boots the Last Wish!
https://t.co/dHG7SmvH76 https://t.co/eOdHuu8Szc"
"2","@7Veritas4 All I here is... https://t.co/mVNhyycgZ6"
"3","@krassenstein First the U-Haul incudent then we have ammonia nitrate go missing. Its hard not to coralate here afte… https://t.co/sOmvDswVGj"
"4","@RepMattGaetz @SecDef @BreitbartNews @kristina_wong @matthewlohmeier Just so you know Drag performance has been aro… https://t.co/npn3sLQJgp"
"5","To all mothers! https://t.co/9pXq0fjNu2"
"6","@LakotaMan1 Working events up here in Seattle! https://t.co/UHCRzvHe2w"
"7","@Sophia_Nyx https://t.co/YtktXxZNok"
"8","@levarburton Happy Friday!"
"9","@RepMTG https://t.co/yaF1lHvSBV"
"10","@EdKrassen Term limits would be great. Mabye serve no more then 8 years on the house. Make the jump to the senate f… https://t.co/R17gvkLR30"
"11","@Sophia_Nyx Batman 1989! https://t.co/pKPkDNvOQl"
"12","@Sophia_Nyx Manniquin ""Hollywooooooooddddddd!"" https://t.co/YyAktQNCe0"
"13","@Sophia_Nyx BIG! https://t.co/zFc8RCeV51"
"14","Happy Star Wars Day! https://t.co/UL9zfHz8j8"
"15","@Sophia_Nyx Bill and Ted! https://t.co/chZRzElr7o"
"16","@Sophia_Nyx https://t.co/76JhZrZ1ZO"
"17","@Sophia_Nyx https://t.co/qJsMrijO7d"
"18","@Sophia_Nyx Virtuosity"
"19","@Sophia_Nyx LoTR! https://t.co/sN3Yc6g1U0"
"20","@Sophia_Nyx ""Don't tell Mom the babysitter is dead!"" https://t.co/mLHx0LDUrk"
"21","@GeorgeTakei Moscow!"
"22","@Sophia_Nyx Stargate! https://t.co/QesKVgq6Ki"
"23","@Sophia_Nyx Trainspotting! https://t.co/b4DJL2zsCQ"
"24","Byeeeeeeeeeeee!!!!!! https://t.co/IJK4X3kK2z"
"25","@Sophia_Nyx Dances with Wolves https://t.co/SUT9KYb4Ql"
"26","@Sophia_Nyx https://t.co/DFYS3PO5Hl"
"27","@Sophia_Nyx ""She's a hip ol' granny!"" https://t.co/7FizzFSodF"
"28","@Sophia_Nyx https://t.co/Gn8mD2VRBh"
"29","@Sophia_Nyx https://t.co/RgTVTG0CTX"
"30","@Sophia_Nyx https://t.co/FYFxv2PyoW"
"31","@Sophia_Nyx https://t.co/30LdIRf9Q0"
"32","My favorite bunny. Happy easter! https://t.co/UKf3HD5EzT"
"33","@Sophia_Nyx Ghost"
"34","@Sophia_Nyx The Thing!"
"35","@Sophia_Nyx ""You're gonna need a bigger boat."""
"36","@Sophia_Nyx 🪰🪰🪰🪰🪰🪰🪰🪰🪰🪰 https://t.co/dncIOiW28U"
"37","@Sophia_Nyx Iron Eagle!"
"38","@bennyjohnson https://t.co/HpPGK2en2B"
"39","@Sophia_Nyx Stand by me"
"40","@JoJoFromJerz Mission accomplished!? Lol!"
"41","@joncoopertweets Trump and his MAGA cult following = American Taliban"
"42","@LakotaMan1 Yes!"
"43","@RepMTG https://t.co/dV6VNSCRfu"
"44","@SpeakerMcCarthy https://t.co/soJoXiHEOs"
"45","@Sophia_Nyx Dogma"
"46","@Sophia_Nyx Drop Dead Fred"
"47","@Sophia_Nyx Doogie Howser"
"48","@Sophia_Nyx The Lady in White"
"49","@Sophia_Nyx Star Trek"
"50","@evanscribe REDCON 1!"
"51","@Sophia_Nyx Nope! There is no other. That chef was a beacon of hope during my time in the Army. Chef Boyardee could… https://t.co/XHO0udy4yi"
"52","@Sophia_Nyx Dantes Peak"
"53","@Sophia_Nyx The Long Kiss Tonight."
"54","@Sophia_Nyx Love him as Magneto in the newer X-Men movies. It's not as good as Ian McKellen, though. IMO."
"55","@TheyCallMeDaymz @IAmJohnAles And followers of God too...."
"56","@evanscribe I'm guessing that wasn't on the abandoned supply truck. Sneaky sneaky...."
"57","@Sophia_Nyx JFK and Natural Born Killers"
"58","@Sophia_Nyx Demolition Man!"
"59","@Sophia_Nyx ""Doc Hollywood"" the coke a cola scene had me rolling! 🤣 https://t.co/WQsVMp8A5r"
"60","@evanscribe I respect your work and this statement. Thank you."
"61","Found a pizza vending machine in a dark corner of Seattle! https://t.co/K3Tx1scw1S"
"62","@JoJoFromJerz You mean ""ULTRA"" Dumb right?"
"63","@GeorgeTakei Buffy the Vampire Slayer!"
"64","@RonFilipkowski Oh look..... more insurrection talk is all I hear and see from this clown."
"65","Just posted a photo https://t.co/GcvoC85e80"
"66","@LakotaMan1 Absolutely!"
"67","@LakotaMan1 Yes please!"
"68","@JoJoFromJerz @RonFilipkowski Don't hate the person. Hate what they stand for. We are all human and are all flawed.… https://t.co/45s9DrMLz2"
"69","@JoJoFromJerz Xenophobic, Prejudice, Disillusioned"
"70","@MadScientistFF The Great Outdoors"
"71","It's time to stop ignoring the fate of humanity's future. We are the cause of this human driven 6th mass extinction… https://t.co/8ZshiFD06S"
"72","@RikerGoogling https://t.co/y4klaI5aCy"
"73","@RikerGoogling Flipping a switch -ytiralop gnisrever-"
"74","@katya_zamo And............."
"75","@trixiemattel This is George. My little Bo Bo https://t.co/8ncxe0rZQ0"
"76","It has been far too long since I've been behind the console but we crushed it and the power of the Midas knows no o… https://t.co/4UUAmpcQPF"
"77","""Slow is smooth and smooth is fast.""
A motto and philosophy that was taught to me in the millitary and holds relev… https://t.co/XCQcN357CH"
"78","Hahaha! 😂 Marcy caught me scoping out the AV setup! Nicely done Tacoma Arts Live! #imaginevangogh #tacomaartslive @… https://t.co/CelSJDJJ3x"
"79","@Jake_Hanrahan It's a tough situation. Is it the needs of the many or the needs of the few here? Time will only tell. Glory to Ukraine!"
"80","""Always Ready! Dragoons!"" https://t.co/Io1rreV8Gt"
"81","@natsechobbyist @AVindman Thank you!"
"82","@TweetieTwister @KursedYvan @JamieBonham5 @lapatina_ Saw this earlier. https://t.co/KOvMzfwBUr"
"1","@Artmeetcommerce @CNN 🤣🤣🤣"
"2","@domain_loco @CNN So does Facebook,  Instagram,  and Whatsapp."
"3","@bobbycaldwell He will be missed 😢"
"4","@Geoff588611 @ericareport True. See if would continue about making cuts to SSI &amp; Medicare"
"5","@ericareport Yes"
"6","@TRINArockstarr 🔥🔥🔥"
"7","@CalltoActivism Real talk!!!"
"8","@ReverendWarnock Don't make him look too bad."
"9","@robreiner Can't wait!!"
"10","@JoJoFromJerz @joncoopertweets @CalltoActivism Amen!!!"
"11","Beleive none of what hear and half of what you see"
"12","My next episode of "" All Worked Up "" will be on 6-27-11 @ 10:00 pm. Mark your calenders"
"13","LET'S GO HEAT! !!!!"
"14","WTF happened Heat! !?"
"15","CAN NOT MESS WIT DA HEAT!"
"16","My episode comes on at 10."
"17","CHICAGO BULLSHIT! !!"
"18","Bulls a crumblin! !!"
"19","Heat just got it in. GO HEAT!"
"20","To all who are attending the Georgetown High Get Together this is the last week to pay for your hotel. Don't miss out!"
"21","Don't forget to watch me tonight @ 9 on Trutv. All Worked Up"
"22","HAPPY MOTHERS DAY TO ALL THE REAL MOTHERS HOLDING IT DOWN!"
"23","Just finished shooting this season of All Worked Up. Whoo hoo !"
"24","Don't forget to watch me on Trutv @ 9. All Worked Up"
"25","""A lie has to be rememberd - the truth can never be forgotten."""
"26","Tonight @ Club Play and party with Philadelphia Eagles own Asante Samuels and Detroit Lions Louis Delmas with DJ Stevie J."
"1","@ClecoPower Y’all are a joke! You charge people hundreds of dollars for electricity — the monopoly has to stop!"
"2","@ClecoPower Still waiting on your call back! Your customer service is terrible. Will be heading to pay y’all in per… https://t.co/tkC2HwwoDD"
"3","@ClecoPower It has been almost 24 hours and I still have not received a call back or any information pertaining my… https://t.co/ubO0708qAI"
"4","@ClecoPower Thanks!"
"5","@ClecoPower PS take some accountability for your bad customer service!"
"6","@ClecoPower @clecopower — Love the corporate generic answer — I can’t access my account via the website nor phone!… https://t.co/psx9BP3eER"
"7","@ClecoPower your website and telephone system is terrible — have been trying to pay y’all with no luck— no customer… https://t.co/3lM06esHax"
"8","Hey @Hertz, my husband has been standing in line at Oklahoma City airport for over two hours. Gold members are gett… https://t.co/0fvwIX5wtv"
