"","text"
"44","So, when the Democrats say the Durham report didn't tell us anything we didn't already know, does that mean they ac… https://t.co/OtpkacRH22"
"45","OK, so is every community ready to take their fair share of illegals, or should they all be sent to sanctuary citie… https://t.co/ZRAfGvkU3S"
"46","According to the IMF, total global debt has risen from $200 trillion at the start of the 2010s to $300 trillion now… https://t.co/5qFX1nArwe"
"47","@colleen6124 @SpeakerMcCarthy @POTUS Yes, but can they just agree to use that ""part"" while they're still negotiating the rest of the deal."
"48","@SpeakerMcCarthy How much longer could we keep the default from occurring if we could use the un-spent COVID money… https://t.co/VBo8rW2kUv"
"49","The LIAR-in-chief strikes again, this time taking credit for the super MAGA man's accomplishment. Maybe he should s… https://t.co/3wd9t348QC"
"50","This is a LIE. The NAACP is trying to get FL blacks angry like they are in blue states. Everyone gets along in FL r… https://t.co/ZBA6Xus6oF"
"51","Dems had a fit after questioning Barr about the Durham appointment ""They spied on the Trump campaign; I just want t… https://t.co/UR4iKPoUDG"
"52","Nixon was wrong to spy on his political opponent. He should have gotten his FBI to do it, and then have his DOJ end… https://t.co/0jLg7fRUgv"
"53","@NotTheSame_Cord Pretty much everything you say is inaccurate. Building the wall, remain in Mexico policy, and deal… https://t.co/6U8340UUZI"
"54","Dominion was awarded $750 million from FOX news for allegedly lying about their voting machines switching votes. Al… https://t.co/HPADuBJNtt"
"55","@NotTheSame_Cord If you came across 100 people drowning in a boat that could hold 20 before sinking, you would keep… https://t.co/fOUvL446Dj"
"56","@NotTheSame_Cord We DO issue work permits to non-citizens so they can work in America, some are issued seasonally f… https://t.co/SfOkCmYk9b"
"57","How can you say that? Did you forget how Trump secured our border @NotTheSame_Cord ? We had the lowest numbers in m… https://t.co/lCWuDZVgkw"
"58","@NotTheSame_Cord How can you say that? Did you forget how Trump secured our border?"
"59","@NotTheSame_Cord Trump delivered the most secure border in modern history even with the Democrats stopping the most… https://t.co/KvtAyADeIg"
"60","@NotTheSame_Cord So, you're in favor of open borders? You don't want the USA to be a sovereign country anymore? A b… https://t.co/aS4xtZ1MTE"
"61","@NotTheSame_Cord You're wrong, you're obviously ignorant of our asylum laws. If you read them, you'd find that asyl… https://t.co/WgGs22OL2i"
"62","Republicans welcome over a million LEGAL immigrants each year with open arms, more than the rest of the world combi… https://t.co/monEDWR67K"
"63","If the USA exploited its natural resources, every citizen could be rich, and instead of paying taxes, US citizens c… https://t.co/srkwuXhm3p"
"64","The FBI missed a May 10 deadline to provide a document allegedly linking Biden to a cash for access scheme. Althoug… https://t.co/3UBNEA9gCb"
"65","According to the Durham Report, CIA Director John Brennan, VP Joe Biden, AG Loretta Lynch, and the infamous former… https://t.co/LF0tXhVG2Z"
"66","@POTUS celebrating inflation going down to 5%. Even if inflation went to zero, we're still paying over 20% more for… https://t.co/Yks8JIquPh"
"67","What does the GOP think will happen to their voters if they do nothing about the FBI trying to overthrow a presiden… https://t.co/0cV03Vk0l7"
"68","@AOC It's your caucus that doesn't have the votes. The House already passed their bill. What bill can you put forth… https://t.co/VmemRXSdYf"
"69","@RepJeffries The vast majority of Americans want to reduce spending before you Dems run our economy off the cliff.… https://t.co/5A4NMHBZRz"
"70","Somebody better get Hillary's passport before she flees to her new estate in Ireland."
"71","They need to reopen and complete these investigations ASAP. https://t.co/snJqEobV4W"
"72","@RepAdamSchiff @RepAdamSchiff You have no shame! How dare YOU of all people question anyone's integrity you f-ing l… https://t.co/LB1tMCdaZ8"
"73","@mitchellvii That must be because you only socialize with Trump haters. What other possible explanation? 68% of the… https://t.co/fnkWt5Sd9V"
"74","The only way they got their emergency use authorization (EUA) to release the vaccine before it was approved by the… https://t.co/kNtbi2GWV9"
"75","See how easily @BernieSanders can lie to the American people? TOTAL BULLSHIT. Where does it say this in the R's bil… https://t.co/oGNFIT5PAO"
"76","@AVindman You mean ""in an effort to distract from the Biden crime family being exposed, Joe is pushing to start WW3… https://t.co/8TIjQJM3GP"
"77","The Biden administration is shamelessly trying to take credit for the drop in illegal crossings since Title 42 ende… https://t.co/UUq6A5EMkX"
"78","@Rani_Rant_Fest BULLSHIT, you are ignorant. Read and educate yourself. They ALWAYS have negotiated the debt ceiling… https://t.co/UY6yM6WoeT"
"79","@DebbieSVA You're actually saying, for the entire FB world to see, that in spite of what we learned from the Durham… https://t.co/GuhvNuLuqk"
"80","@debbieSVA Bahahahaha! You think you know more than what the Mueller Report could find? Why didn't you call him wit… https://t.co/Ve9Ut8KN0q"
"81","So, who is really the big loser, Disney or Florida? I say Disney because every other corporation is fleeing CA, and… https://t.co/j29NiQsGBN"
"82","@ChrisMurphyCT This is the 2nd time today I had to call BULLSHIT on your tweets. Biden was the one who refused to n… https://t.co/LiuWFgQyxd"
"83","@KamalaHarris How dare you MURDER a baby in its mother womb, which should be the most secure place it will ever be… https://t.co/xImNj3GWjS"
"84","Donald Trump is essentially inoculated from any future prosecution by virtue of the public mistrust in the DOJ/FBI.… https://t.co/aJMnL777OX"
"85","OK @Jim_Jordan the Republicans finally hold the majority in the House, now DO SOMETHING. Demand Garland appoint spe… https://t.co/ulFasyVCUy"
"86","When your kids are in school, they are no longer your kids. New Hampshire Democrats shot down a bill on Thursday th… https://t.co/FGGtzqUmF3"
"87","Bahahahahahaha! When @POTUS took office, inflation was 1.4%, and now he expects us to celebrate it being 5%? Since… https://t.co/QEvB8y9mlD"
"88","@mitchellvii Hey Bill, you spelled ""Biden"" wrong. I guess you haven't been to a Trump rally lately. https://t.co/JAnluzFQTZ"
"89","FACT: The CIA sent a memo to Peter Strzok saying it had intel that Clinton was trying to frame Trump for Russia tie… https://t.co/a887C3CUUm"
"90","So, Mayor Adams is putting unvetted illegal immigrants in public school gyms. What could possibly go wrong? Who get… https://t.co/8WdTB79g8Z"
"91","So, I wonder when all the civil suits Trump will file against the scumbags that intentionally LIED about Trump-Russ… https://t.co/G6Itey6gFp"
"92","@RepAdamSchiff Still LYING I see. No one packed the courts, there's still only 9 justices who were all legally conf… https://t.co/0hvyLytxkx"
"93","@ChrisMurphyCT And Joe Biden is the ONLY person who can actually prevent a default by accepting the bill to raise t… https://t.co/1hXajJGzbV"
"94","Durham delivered; he exposed the TRUTH. I don't care if no one goes to prison, I just wanted history to accurately… https://t.co/F24RCJJQ0P"
"95","An

So, after what we learned from the Durham report, who still believes their claims about the 2020 election being… https://t.co/suBWW7k7Yg"
"96","@POTUS continues to LIE. Trump's tax cuts actually INCREASED revenue as a result of the positive effect it had on o… https://t.co/gihiOwHjuW"
"97","Moron @MNM1314 doesn't know the difference between a tweet and a text. Bahahahaha! So, just curious, what is your s… https://t.co/QlQi99sabr"
"98","@MNM1314 Why not? I live in FL and think DeSantis is the best Governor in the country. But I realize as soon as he… https://t.co/Nh4nNFQi8F"
"99","If nothing is done about what Durham reported, I encourage everyone to fill out their taxes but put any payments du… https://t.co/epGJPaMPBv"
"100","Don't forget the people of East Palestine, like the Biden administration and the FAKE NEWS has."
"101","Every Governor should use the DeSantis blueprint to identify, review and remove as appropriate based on their recor… https://t.co/I3eAEYvZ0O"
"102","We now know the intelligence and law enforcement apparatus of the government was put in the service of the politics… https://t.co/Q33Jd9t8OA"
"103","The Durham Report confirmed what we already knew: weaponized federal agencies manufactured a false conspiracy theor… https://t.co/Jle0vw0BtM"
"104","https://t.co/UG3QhXFaqR"
"105","https://t.co/noRqR6tUmS"
"106","https://t.co/Bjwt0L69is"
"107","The FBI's response to the Durham report is laughable because they're STILL covering for Biden and STILL going after… https://t.co/S2fa3gue7w"
"108","@NotTheSame_Cord The ancestors of slaves in the USA are a LOT better off than the ancestors who had ""faster"" relati… https://t.co/Yw4VhGTuZn"
"109","I have learned how to easily quit smoking. I have also learned how an alcoholic can drink like a gentleman again af… https://t.co/EuzeFD9Zt4"
"110","@ItsErinEva I lost a LOT to alcohol. AA didn't work for me. But I eventually learned to drink like a gentleman by f… https://t.co/EksYxLTOhF"
"111","@POTUS is the biggest fucking LIAR I've ever experienced in my life of 70 years. https://t.co/H1JqE3RsOw"
"112","Hey chief twit, can you fact check this? Seems to me our energy policy is moving jobs to China. What are we now pro… https://t.co/1KSNSpDBr9"
"113","Rather than giving cash payments for reparations, why not just offer free college or trade school education for dir… https://t.co/B3FxK1S7qt"
"114","@NYCMayor Do the math, NYC pop of 19 million is 5.7% of US pop of 330 million. So, as a sanctuary city, if you just… https://t.co/ZssCcqDVX7"
"115","Epstein was an operative working for the CIA to get dirt on American and foreign leaders so the intel agencies coul… https://t.co/tvpaKjzaEw"
"116","Tara Reade, the woman @POTUS Joe Biden raped is testifying before Congress, but the FAKE NEWS won't even cover it because he's not Trump."
"117","So, if Congress does NOTHING to fix SS, everyone's payment will automatically be cut by 20% in about 10 years. It's… https://t.co/HYgdMjWBel"
"118","So, the FBI offered Chris Steele a million bucks if he could verify the bogus dossier. Yet they aren't interested a… https://t.co/3mr5hAg3yB"
"119","So, here you have it. Any woman in NYC can just claim with zero evidence that Trump raped her decades ago, after wh… https://t.co/thllnoZGUA"
"120","I'd like to hear what Bergdorf Goodman's opinion on the possibility of a man getting into one of their dressing roo… https://t.co/5j2cTe6twd"
"121","So, after non-stop baseless investigations (witch-hunts) of President Trump, the corrupt DOJ/FBI refuses to investi… https://t.co/I4okc17R0Y"
"122","Remember when Biden encouraged the illegals to surge the border. You reap what you sow. But to LIE to the American… https://t.co/JqezVVGbJX"
"123","How many people realize that NY changed the stature of limitations law just for the Trump case so the nut could sue… https://t.co/3j1ZKoLHiV"
"124","We don't need more resources at the border, we need policy change, go back to what worked for the Trump administrat… https://t.co/mhXV9Fycy1"
"125","I'm convinced that the Democrats way to solve problems is to just deny they exist. The border is secure,  there's n… https://t.co/xbAp10qBHV"
"126","It's more than just political. The Biden campaign used Anthony Blinken to organize the CIA to gather the signatures… https://t.co/7ZFv9fqK8h"
"127","Biden must be held accountable, or the USA is basically telling politicians that our new policy is to allow them to… https://t.co/LZqIn8oTrR"
"128","So, with the of the Marine who accidently killed the crazy guy threatening people on the subway sends a clear messa… https://t.co/aTvZau20Ko"
"129","The courts are so backed up, the court dates for the illegals coming in now are in 2027!!!! They'll never get these… https://t.co/mJssJ9cpA1"
"130","If the hero marine who took out the crazy man threatening subway passengers gets convicted, he should sue the USA g… https://t.co/ZrjRmpIDlJ"
"131","Nepotism should only be allowed in private industry, not elected officials or government employees."
"132","CA, NY, IL and the rest of the ""wacko"" blue states are losing their tax base to FL, TX, TN and other low tax ""norma… https://t.co/K2ieGpN04w"
"133","If @POTUS wasn't aware of what was going on, then why would our foreign adversaries make payments to his family mem… https://t.co/y5uLvdbmMR"
"134","Why did Joe Biden cancel the Trump China iniative that would have  prevented them from stealing our intellectual pr… https://t.co/TTrAdX0Iqb"
"135","The Biden administration has decided that our southern border ""identifies"" as being ""secured"" even though it has no… https://t.co/z8JVnm84h5"
"136","And that idiot Mayorkas keeps insisting our borders are not open and are secure. Then how did 6 million illegals cr… https://t.co/VvWrgLsxn4"
"137","Yet I'm starting to believe that the deep state will ignore all laws, precedents, and our constitution, and indict… https://t.co/AS8rDev6W9"
"138","Screw you Chicago, you got what you voted for. https://t.co/RsN0SwEXQJ"
"139","If you still don't understand why our country is so screwed up, just imagine appointing these incompetents to run e… https://t.co/9mYewZove2"
"140","https://t.co/nG6R7JQJHa https://t.co/JwIFAvNFSj"
"141","As I've said many times, our economy will continue to bleed until @POTUS  ends his war on fossil fuels. His push fo… https://t.co/bAv52fCZzM"
"142","So, how many times would you raise the debt limit on your college kids credit card before sitting down with them to… https://t.co/YYC98cF897"
"143","Gutfeld is right, this is not ""like"" the George Floyd death, it is ""because of"" the George Floyd death, and all the… https://t.co/jhlbbNKZan"
"144","@POTUS @POTUS stop LYING. FACT: there has always been spending negotiations on debt limit increases when the party… https://t.co/t2FuGUcFbg"
"145","Being ""woke"" is the opposite of being able to critically think on your own."
"146","@gingerly_jen MAGA women are normal, progressive women are just crazy. Normal = no men in women's sports. Normal =… https://t.co/JgZzd55UGW"
"147","@POTUS @POTUS your war on fossil fuel and push for EV's before we have the infrastructure or ""green"" electricity wi… https://t.co/KKWZhZk07V"
"148","Go woke, go broke. https://t.co/NIlrSuowlE"
"149","One BIG thing people should have learned from the hearings on crime in NYC and other liberal cities is that they ex… https://t.co/ZZfhQrnkzI"
"150","Same thing happened to the parking lot attendant who was shot and then took the gun away from the guy who shot him… https://t.co/qWTblQnHA1"
"151","The Bodega owner who defended himself was also stabbed, but he got handcuffed to a bed in Ricker's Island until his… https://t.co/t79amDgd5i"
"152","@STX82246504 I always though dummies were just dummies. How do you make female and male dummies? Do the female ones… https://t.co/ZDhpa4TyMo"
"153","Biden stole this idea from me. However, my cap wasn't $400K, it was whatever the cap needs to be raised to that wou… https://t.co/IRVK6OyL7F"
"154","How can Blinken remain as SoS now that the rest of the world knows he can't be trusted? He pointed the finger at Ru… https://t.co/5cGy1HqA43"
"155","Hunter's lawyers meeting with the prosecutors reminds me of the meeting with Bill Clinton and Loreeta Lynch on the… https://t.co/Gc45238DP9"
"156","https://t.co/BrOD21UpW4 https://t.co/rhMf6c4SY1"
"157","The new Chicago mayor wants us to coddle the feral kids. Yeah, that will help. https://t.co/F90qgDMTt4"
"158","https://t.co/IhrXuKp2d0"
"159","https://t.co/GErjoyFAe1"
"160","Teixeira would be a hero to the MSM &amp; the left if he leaked that Trump Admin was waging an unlawful war against a n… https://t.co/nI1pzOaMxR"
"161","https://t.co/Ej9YqHtFj6"
"162","@Laurenl67067534 @MichelleMaxwell The Accountability for Lawless Violence In Our Neighborhoods Act or the ALVIN Act… https://t.co/s6n1CB3Gv5"
"163","Biden is going to turn the USA into a third world developing nation as he destroys our existing hydrocarbon-based i… https://t.co/H05s1xfNLw"
"164","@SpeakerMcCarthy You let the Democrats treat you like a battered wife. Get some balls and expose the TRUTH to the A… https://t.co/IDQp5b7L8l"
"165","It's a crime what they are putting our greatest President ever through. No other man on earth could take what he ha… https://t.co/91rB3vcjRG"
"166","https://t.co/CWRqHZ2jlp"
"167","If the left imprisons Trump, or worse, assassinates him, that will confirm we are officially being ruled by a one-p… https://t.co/ncqfuUNBXq"
"168","My advice to that Guardsmen who got caught leaking classified docs; go gay fast, better yet, go trans. It worked fo… https://t.co/RoG6XGqhya"
"169","https://t.co/4xpww6qVCg"
"170","My FB group ""Naturists and Naturisms"" uhttps://www.facebook.com/groups/1909774162667820"
"171","For all the magical thinking about green jobs and technology, the true benefits appear trivial when compared with t… https://t.co/m5XjusoxaO"
"172","@francisdee846 Bahahahaha! I told you so!!!! https://t.co/pmruEmfIhl"
"173","Despite Biden’s push for more electric vehicles, the EPA made a determination Jan. 31 that would block the mining o… https://t.co/nk1EFpDqgM"
"174","The S.C. leading the Trump witch-hunts is now claiming Trump lied to doners about the election being rigged and tha… https://t.co/swsMZt3TRi"
"175","I can see the quid and the quo-pro. https://t.co/CssNrVhG16"
"176","Go woke, go broke. Look what just one ""woke"" college grad who ends up landing a marketing VP job she's not qualifie… https://t.co/sHKG9bb6en"
"177","https://t.co/ItpKZJVeeh"
"178","https://t.co/xd5QkjCXuj"
"179","https://t.co/avGmHHZtQb"
"180","https://t.co/pX1dmZMCMt"
"181","https://t.co/isDStd5QuJ"
"182","Think the Biden crime family has fled the country before any more of those bank SAR's come out? https://t.co/dw7LnUyiyp"
"183","The owner has been trying to get this lithium mine approved for FIVE years, with no end in sight. Yet Biden claims… https://t.co/g9mRibipA0"
"184","I bet you could find a good private school for much less than $38,000 per student. https://t.co/D37PsTvZZz https://t.co/aG89kbUvRR"
"185","Get rid of the department of education, they're nothing more than an arm of the teacher's union. Time to make ALL s… https://t.co/bYHi7kt3Cz"
"186","While @POTUS  is vacationing in Ireland, China is moving in on Taiwan. Xi says their supersonic missiles will blow… https://t.co/t5PftXoENM"
"187","Macron says he does not want France to become involved in any conflicts between China and the USA. Biden should tel… https://t.co/NfXulU0O6t"
"188","I've heard from more than one parent say, ""I sent my normal child to college, and they gave me back a crazy liberal… https://t.co/AvEwKDuQ9o"
"189","Another big flaw in Biden push for EV's is that it appears he assume that when someone needs to get a car, they wil… https://t.co/N3KfSjYK2o"
"190","When I first heard Joe took Hunter with him on his trip to Ireland, the first thing that came to my mind was, ""wher… https://t.co/273sFp2LRP"
"191","So far Biden has declared war on 1) conservatives, 2) parents of students, 3) Catholics, and 4) pro-life advocates.… https://t.co/xKbELvxE6e"
"192","Bragg doesn't know when to stop digging the hole he got himself in, and now he goes and pokes the bear.… https://t.co/V1mqQIzSJe"
"193","socialism + open borders = complete destruction."
"194","Take time carefully hiding your wealth, because in a few years the government will be coming to confiscate their sh… https://t.co/hQ74Fyuium"
"195","@HeyGre0 But without fossil fuels, even the backup generators won't work."
"196","So, our DOJ/FBI got caught LYING about targeting parents. Now Garland got caught LYING about putting undercover age… https://t.co/jChOQU7DZV"
"197","I thought Joe Biden promised to visit East Palestine?"
"198","Overwhelming number of Americans think nation has crossed over into banana republic; Rasmussen (… https://t.co/XgWerNKlmu"
"199","The Democratic Party’s weaponization of the legal process has dealt a blow to the faith that Americans have in the… https://t.co/gzJJCu6cCx"
"200","@SpeakerMcCarthy  They impeached Trump just for asking about the Biden crime family's business in Ukraine. So, when… https://t.co/bIubgF6y1G"
"201","The Biden administration has been caught in a huge lie and is now trying to cover it up. During a presser in Feb, B… https://t.co/5owYPX4y56"
"202","The Dems are playing the long game. Indoctrinating our kids and registering college students to vote. Hell, a Repub… https://t.co/bM4oJudzZu"
"203","But by that time, all the babies born to the millions of illegals, which automatically makes them US citizens, will… https://t.co/C3C3BVJFeM"
"204","@francisdee846 So much for the NY case against Trump. The prosecutor and now the judge facing criminal charges. Tol… https://t.co/KZle5uLt4G"
"205","Oh, closing NJ's last coal power plant should be an interesting experiment. I can just see it now; all the Atlantic… https://t.co/c0ge02ZA2w"
"206","So, if you're a woman, what bothers you more: 1) no abortion on demand, or 2) biological men destroying women's sports?"
"207","@SpeakerMcCarthy My abortion poll showed the two extreme positions (total abortion ban or no limits on abortion) ar… https://t.co/WrQUFGQ9Ec"
"208","Electric Vehicles Aren’t the Climate Change Solution we Were Promised (https://t.co/N5xIaECX9J)"
"209","Biden inviting China to spy on his campaign? Team Biden to recruit an army of TikTok influencers for 2024 campaign (https://t.co/VBOf7WVSQj)"
"210","Good article showing the double standard they use against Trump versus Democrats whose documents cases are much wor… https://t.co/Fjpn1oo179"
"211","Congress is supposed to have oversight, but the FBI uses the excuse of ""can't comment on an ongoing investigation""… https://t.co/15EpO4Mg3I"
"212","https://t.co/a10s3PV97I"
"213","https://t.co/hVXuR09S88"
"214","Happy empty casket day."
"215","@NotTheSame_Cord Yes, the deep state wants to homogenize the planet to keep the populous poor, so they are much easier to control."
"216","What happens when @POTUS finally realizes that fossil fuels are required for a lot more than making gas for cars. E… https://t.co/60cCxMvx23"
"217","Does Biden even realize that the poor and middle class will be destroyed without fossil fuels? 2/3rds of the countr… https://t.co/b2tciIbu02"
"218","Unless the USA builds nuclear power plants to create the electricity for all the new EV's Biden is pushing for, our… https://t.co/YjbHx2G5nk"
"219","If we exploited all the oil &amp; gas we have, the USA would be a super-rich country. But Biden's war on fossil fuels w… https://t.co/VrbC0pCSNm"
"220","@SpeakerMcCarthy  If you guys don't get your position on abortion aligned with the majority of Americans, you're ne… https://t.co/BNFA7NPwLz"
"221","@track_worker @FrankZamiar Some in the inner cities are raising feral kids."
