"","text"
"51","@ACTforAmerica SIR YES SIR!!! JUST THINK OF HOW MUCH WORSE THE FAKE CHINA VIRUS WOULD HAVE BEEN WITHOUT PRESIDENT D… https://t.co/ztPAMSZAi5"
"52","WE ALL SAID A JEWISH PRAYER TOGETHER!! I HOPE THEY REMEMBER AND STOP FIGHTING!"
"53","SON PRESIDENT TRUMP AND RON BOTH VISITED ME WHEN I WAS IN THE HOSPTIAL WITH THE FAKE CHINA VIRUS!!! I LIKE EM BOTH!… https://t.co/gaKJXr1bUD"
"54","SON I STILL LIKE MIKE BUT OBUMMER'S DAYS ARE NUMBERED!!! AND BERNIE IS A FAKE JEW! I HAVEN'T SEEN HIM AT THE SHUL O… https://t.co/VHwcdae2Dz"
"55","TELL ME IT AIN'T TRUE SON!!!! NOOOOOO!!!! #BidensAmerica https://t.co/NG6m95bOKE"
"56","SO TRUE MA'AM!!! WHY CAN'T I MAKE A RESERVATION AT YOUR RESTAURANT?? I THINK YOUR NEW MANAGER MAY BE ANTI-SEMITIC!!… https://t.co/6BJ6SU7pWv"
"57","REMINDS ME OF ME AND MY SON, SON!!! https://t.co/gnsq18KvJF"
"58","SON NEITHER I OR MY EMPLOYEES AT THE TRUMP STORE WILL EVER RETIRE!! THAT'S FOR COMMUNISTS. DON'T LET CHINA WIN!… https://t.co/couX4XwbBk"
"59","NOTHING WRONG WITH IT SON..... https://t.co/rgVv64n3ff"
"60","SIR YES SIR!! FOLLOW ME BACK SON I LOVE YOUR CONTENT!!! #AlphaMale https://t.co/7WnBIyhiJu"
"61","DON'T WORRY MA'AM I INVITED THEM BOTH TO THE SHUL IN MIAMI TO HASH THINGS OUT! RON WILL BE VP AND I WILL BE TREASUR… https://t.co/gzD3uircyE"
"62","SO TRUE SON!!!! FOLLOW ME BACK AND LET'S TAKE DOWN XI JINPING AND BEIJING BIDEN TOGETHER!! #BetterDeadThanRed… https://t.co/ZtMwtJiRHH"
