"","text"
"46","@RealJamesWoods @ashleykaycromer We don’t have a POTUS and  hadn’t had on since Biden took office! Expose the Lefti… https://t.co/rVXJ7oBWN3"
"47","@Spriter99880 Weird, just very strange !"
"48","@AmandaLarreni Elder abuse for sure, it should be against the Laws of Congress !"
"49","@AmandaLarreni Awesome!"
"50","@JDCocchiarella Try Newsmax… can’t get the truth from ABC CBS NBS MSNBC and especially CNN !"
"51","@ProudElephantUS That woman is really unstable !!
The Anderson Cooper interview will prove it !!"
"52","@OliLondonTV Did you squat, sir?"
"53","@Jess3CAgrl4Life @GuntherEagleman Your a socialist liar that has been brainwashed! Trump gave Veterans abilities to… https://t.co/RIAXdU5OM9"
"54","@KariLake Godspeed Kari ! We need American warriors like you to save America!!"
"55","@dbongino Another corrupt lie from the Radical Leftists who are running America to the ground!"
"56","@KariLakeWarRoom Kari ,absolutely won that election !!"
"57","@ProudElephantUS He as corrupt as Al Capone ever was!
What a disgrace to our Judiciary!!"
"58","@Malcolm_fleX48 Malcolm, your so right !! I agree if they would stand up to you… We’ll, you can’t do nothing about… https://t.co/nuTR7lgnnj"
"59","@Malcolm_fleX48 Bro, I’m definitely picking up what your putting down !!"
"60","@FightMate Life in a Radical Leftist Marxist Democratic ran city !!"
"61","@MattWalshBlog Hey bud, feelings mutual!!"
"62","@TomFitton @harryjsisson @chrisdmowrey Shut up and go to your room !"
"63","@GioBruno1600 She’s been a traitor to America since she vacationed with our Enemy in North Vietnam !!!"
"64","@realstewpeters Bad. Asses come in all races… some ppl don’t take no shit !!"
"65","@ImMeme0 Yeah, if I was blind and married a slut!"
"66","@OliLondonTV Right cross followed with left hook !"
"67","@ProudElephantUS Just like her perverted Daddy!!"
"68","@Antman0528 They’re completely insane?"
"69","@4Mischief Time to get the Pepper Spray out !!"
"70","@realstewpeters Wtf!! She should be in jail!! Biden’s America!!"
"71","@FightMate I can feel that love for his sis !! Bet he will think twice about raising his hand to that brother’ sister!"
"72","@OliLondonTV Nobody cares !! Do you ! Just don’t demand people have to notice your insanity!! Women are beautiful c… https://t.co/IFw5UzhdLX"
"73","@StewGriffin52 @ClownWorld_ Two"
"74","@FearGod10001 @ClownWorld_ Biden’s EXECUTIVE ORDERS won’t allow it  !! This marxists behavior is right out of the Soros playbook!!"
"75","@zk_rollup_chad @ClownWorld_ How bout getting a JOB?"
"76","@terrorjester @ClownWorld_ She must be stealing for the neighborhood !!!"
"77","@Riley_Gaines_ @NCAA @espn Give these Trans Gender thieves their own division and leave our Female Athletes alone , idiots !!"
"78","@ProudElephantUS Is Kathy Trans or does she just look like a man?"
"79","@ProudElephantUS He so out of touch with reality , he thinks he’s doing a great job ! Way to go Joe!! Another incom… https://t.co/yl3nVLOTJA"
"80","@ProudElephantUS Time to file charges and prosecute the lil Socialist!!"
"81","@highwayjill1 @JackPosobiec MTG has some great truths ,if your a honest American that loves America . Which will ne… https://t.co/OA985kZrxL"
"82","@VampyAnji He is the Pandemic and the way to keep safe is vote him out !!"
"83","@Antman0528 He wouldn’t dare try that in Texas!!"
"84","@joncoopertweets @larryhuynh One thing for sure Jon!! Your a liberal George Soros loving whole that is ready to wel… https://t.co/9CiB2fcKFy"
"85","@TheDannyCage @TuckerCarlson Is that after the Crack?"
"86","@TomFitton @JamaalBowmanNY When he has to shout his point to force ppl to believe it !
It only means it’s of getting a logical affect!!"
"87","@Edwin07011 She needs her meds now!! This is evidence that the Internet is the Anti Christ !!"
"88","@EndWokeness Well could it be, they’re breaking the Laws of the State they live in ? Why don’t you open the Gates to your community?"
"89","@Vincent94422279 @leslibless Are you trans, Jackie?"
"90","@leslibless I think Milley and Austin are both transgender… who knew?"
"91","@leslibless Milley and Austin are the reason Afghanistan was a surrender and not a withdrawal!! They were so scared… https://t.co/w0P6F6FVjg"
"92","@alx She’s a bigger threat to Americans than the Climate Hoax will ever be !!
Isn’t it time for Yellen to find a ni… https://t.co/63JBd0Dz4X"
"93","@EndWokeness The VIEW is a major problem for any fool that give a pack of American hating crybabys the time of day!… https://t.co/TJKDSpIguQ"
"94","@LiveOnTheChat @DonaldJTrumpJr @realmichaelseif @officialpsq Lay off the salt , man!! Your acting like a hungry fat boy!!"
"95","@thetoyman1 She’s lies real well for Biden’s agenda !!"
"96","@CalltoActivism Newsome is a leftist Marxist that has ruined California!! Who is insane enough to listen to that fool !!"
"97","@EndWokeness All they’re missing in the” BIG TOP”"
"98","@RepRaskin Plz…."
"99","@bennyjohnson If I had a dog that looked like that, I’d shave his butt and make him walk backwards!!"
"100","@JDVance1 Why is the Marxist Communist Soros allowed in America?"
"101","@stillgray This what happens when you let your kids raise themselves!!"
"102","@AlphaNewsMN She obviously needs votes and would remove healthy body parts from her children to please Marxists Rad… https://t.co/R6N21M1h3q"
"103","@StephenM @AlphaNewsMN Amen!!"
"104","@GGrandmag73 He’s way overdue !! Don’t go away mad Turtle, just go away!!
PS .
Take Romney, Chaney and Linsey with you!!"
"105","@DawnGma10 I refuse to watch a RadicalLeftist Marxists that support the destruction of America!! Just lies and false narratives!!!"
"106","@ProudElephantUS Yeah , he’s pretty much worthless to the Republican Party !! He needs to move to China where he got all his millions!!"
"107","@AZ_TeeTime To attempt to beat up a man with a gun was not the choice a sane man would make !!"
"108","@GioBruno1600 And the ugliest as well"
"109","This woman goes off!! Spitting truth and fact so hard and fast that she left a wake of liberals gasping for air aft… https://t.co/7c7pUmqGB9"
"110","@KnebelTami @RepRaskin @lott_hayley I’m getting queasy thinking about it!!"
"111","@RepRaskin Lol, Donald Trump was the greatest POTUS this country seen since Lincoln !!"
"112","@HawleyMO Screw the CCP !! We allowed them to join the WTO and now they steal our Intellectual Properties and want… https://t.co/DeZy02jkMQ"
"113","@CitizenFreePres If any of these communists women had a brain they’d be dangerous!!"
"114","@ajsteelshow He thinks he above the Law!! He does backing in our corrupt Deep State!! The problem is he brags about it !!"
"115","@gtconway3d It’s called Marxist Corruption!! Like getting a GMA Director to set up false narratives on Jan. 6 th! W… https://t.co/In1QryN7ju"
"116","@Aussiemike3 @MissyBouche8 @krassenstein In that analogy, I guess Biden lying every time he opens his mouth ! Would… https://t.co/eqrpPbj3Ke"
"117","@007JLB @MissyBouche8 @krassenstein Huh?"
"118","@MissyBouche8 @krassenstein It’s so good to hear from an adult that knows sometimes we say things in jest we wish we could take back!!"
"119","@krassenstein WITCH-HUNT!!! Omg, the RadicalLeftist Marxist bureaucrats continues to do anything to stop President… https://t.co/Qg4hkSOZKS"
"120","@StarbrightHQ @MorganWallen @BrdgstoneArena Where we grew up ! We say grace and we say ,mam and if you don’t like t… https://t.co/9scyddI8iU"
"121","@ProudElephantUS I believe China Joe and the RadicalLeftistDems are corrupt !! So Pelosi was a huge part of the fak… https://t.co/tNay4LKXaT"
"122","@krassenstein Well , Sense your are supporting a senile puppet that is destroying America as we once knew it! A guy… https://t.co/8MPmIpEIJn"
"123","@ProudElephantUS Why can’t someone say “Hey , I got a great idea!! Let’s give the Transgender people their own divi… https://t.co/iM6EZaQiLu"
"124","@mattgaetz I watch you Matt , in all the hearings on the investigations your new Majority in Congress! You are real… https://t.co/jKthK4HhWa"
"125","@laurenboebert It’s really unimaginable our Woke US Military General Milley , didn’t know the importance of that cr… https://t.co/gSNPe9Yctx"
"126","@laurenboebert They’re probably dropping a new batch of Covid19!! Biden’s off in La La Land again. Xi Jinping told… https://t.co/plBWU6ZkNK"
"127","@laurenboebert Way to get the truth out there , Mrs. Boebert !! You one of my favorite patriots!!"
"128","@JaneRozales @ShresthaAlishna RUSSIA HOAX where he lied under oath to a Federal Oversight Committee! Start there !!"
"129","@c_cgottlieb @ShresthaAlishna You could start an the Russia Hoax!!"
"130","@SpanyerJ @ShresthaAlishna Agreed, that POS , has lied under oath in a Federal Oversight Hearing and the American p… https://t.co/KYSezWVqCf"
"131","@sav_says_ She feels like her impression of a Black preacher will buy her exception for letting her constituents down !!"
"132","@rahsh33m Somebody got their Ribs broke or cracked by that idiot!!"
"133","@missnatalienunn Damn , that’s gonna leave a bruise !!"
"134","@ProudElephantUS Obama is still telling China Joe what to do ! Just like he did when he was POTUS! He should have r… https://t.co/wLeVooO5TN"
"135","@catturd2 Also his accomplices that are covering up his treason to this country! That includes his brother and Daddy!"
"136","@MattWalshBlog Have these ppl lost their minds!! What planet are they from , Matt! It’s like a SciFi movie and extr… https://t.co/6opbP6CmlK"
"137","@SpeakerMcCarthy Good idea if We the Taxpayers can have a choice in what these RadicalLeftist teachers are teaching… https://t.co/ccC4y1yw20"
"138","@Vegas1000 She is just as racist against White ppl as Joe Biden!! Somebody needs to tell her their was a holocaust… https://t.co/sS2Yis5iBJ"
"139","@TimRunsHisMouth Whatever crimes against the American ppl and our constitution the RadicalLeftist bureaucrats and t… https://t.co/IVipeNvMfX"
"140","@CollinRugg Absolutely!! This was premeditated and those innocent boys will be horrified from what they did to them… https://t.co/8gzODCEqDS"
"141","@TimRunsHisMouth Exactly! The Bureaucratic RadicalLeftist scum that are running our country now ,will do anything t… https://t.co/NdaCSMrWq6"
"142","@realDailyWire Huh ?"
"143","@ElijahSchaffer Some one hurry ! Their is a dying Spoonbill Crane caught in the Bob-wire fence!!"
"144","@KariLake She’s a great ,great American and I feel she won the Governor race in Arizona!! The fear Americans have i… https://t.co/fKBZsT1aDs"
"145","@healthbyjames God bless him and his family!"
"146","@dbongino Geraldo is blind in one eye and can’t see out the other!!"
"147","@laurenboebert I think you have be a Commie Loving Filthy Rich Chinese Ass Kisser to get an invitation!!"
"148","@bennyjohnson That’s what a lying phony looks like!"
"149","@sav_says_ They’re using Climate Change to justify their Marxist policies to control  us! Why are so many ppl buyin… https://t.co/fH30TDVbQP"
"150","@IamAdamKuhn @healthbyjames They were being threatened by the CDC period! Doctors were not allowed to prescribe The… https://t.co/UMQ79SpCKB"
"151","@__TEAM_USA Didn’t even know it was still a contest! Are they allowing male Transgender to compete? I don’t watch A… https://t.co/XtPCTdUyh2"
"152","@alx @MostlyPeacefull Let’s hire some NAVY SEALS that were forced out of our military to help us at the Southern Bo… https://t.co/tnoiPB6vav"
"153","@MostlyPeacefull @ms_babyrussell That’s what he gets for siding with some of those RadicalLeftist policies!!"
"154","@healthbyjames @ms_babyrussell Until he shuts that Pie hole nobody’s gonna feel safe!!"
"155","@ms_babyrussell He’s done it all so Joe says! He just having to tell another lie to cover the truth about the last… https://t.co/F1kvPVwfqP"
"156","@mazemoore @ms_babyrussell I trust Linsey (girl) Graham about as far as I could pick him off the ground! If he’s no… https://t.co/AfAKqgjIWl"
"157","@TimRunsHisMouth Just a perfect Family photo?"
"158","@SpeakerMcCarthy Now why is the US and the CCP backing the communist dictator in Brazil? Why does this mirror Jan.6?"
"159","@WhitlockJason The FakeNewsMedias are lying! Just imagine what the players and the fans would demand!! The lies fro… https://t.co/98B3eULlFS"
"160","@RonDeSantisFL He definitely a hero to every American that loves this country! Thank you and your beautiful family for sharing Ron with us…"
"161","@brian420akaKing @MattWallace888 @elonmusk Wow.. without Elon determination what would we know about the secrets of… https://t.co/o1vsmniLp9"
"162","@TRHLofficial @Katiemix87 @jimmy_dore @Someone03533771 @RepThomasMassie He will lie and ruined a person’s life and… https://t.co/2xFHZX8eC6"
"163","@TRHLofficial Couldn’t watch the GMA PRODUCTION OF Jan.6, Fake Insurrection!! First thing Pelosi did was to remove… https://t.co/21Gxm7Cz6T"
"164","@MattWalshBlog @newrepublic Congrats Matt!!"
"165","@libsoftiktok @MattWalshBlog W e i r e d ………mind rejected !!!"
"166","@kittt661 @ZoeRoseBryant Nice moves!!"
"167","@RealLyndaCarter Love Waffle House too!!"
"168","@teslaownersSV @elonmusk Elon’s got swag!"
"169","@GregAbbott_TX Commanders WilliamTravis,JimBowie and DavyCrocket with 149 Texas fought till their deaths for 13 day… https://t.co/19RlAeyB7O"
"170","@SquawkCNBC @elonmusk @axios @hopeking Why do I smell bullshit when she’s talking? That’s all I want to know!!"
"171","@mj_lee @DJJudd Joe Biden just doesn’t feel like he our POTUS! It’s about the corruption that came in the beginning… https://t.co/hIwdSw9CEc"
"172","@JonErlichman I said then and say it now! We have had pure evil treason done to Americans ! W.W.W could be the anti… https://t.co/SrozKsVrad"
"173","@elonmusk That’s funny , right there!!"
"174","@elonmusk We need to hear and listen closely to other scientists! Fauci we’ve heard from over and over!! Let’s give… https://t.co/cNa1CkjWZC"
"175","@CaucasianJames He was last seen chewing, chewing and more chewing!!"
"176","@ImagesAlbum This could be the final warning!! Oh, yeah ! We all know what I’m talking about !!"
"177","@F1NN5TER The dude looks like a lady..,,"
"178","@elonmusk Blind Justice Elon ! The truth shall prevail again!!"
