"","text"
"32","@RealMattCouch Masks don't stop viruses, so neither kids nor adults need to wear them! The CDC morons should just S… https://t.co/BhuBYJ0OXh"
"33","@AP PLUS, the #Communist #BIDEN administration, who the corrupted CDC emphatically &amp; stupidly supports, is sending… https://t.co/STFgoYoZiH"
"34","@AP Yeah right. The useless CDC doesn't have a clue. They've lied continuously &amp; changed their positions frequently… https://t.co/COgY3zx8g7"
"35","#SteveBannon:

""#BIDEN administration is RIDDLED with #CHINESE operatives.""
https://t.co/CgGg4YVaNR"
"36","Major #JeffreyPrather, 
former #DEA, DIA:
""BREAKING! Covert #CIA #Covid Kills.""
They STILL haven't isolated the CV-… https://t.co/Y2dyIahjaI"
"37","Dr. Naomi #WOLF, PhD:

""The #Tyrants are on Step 8 of their 10-Step Plan.""

Dr. Naomi Wolf used to be a hard-core… https://t.co/YYjrBDk1cC"
"38","@EpochTimes @GavinNewsom Yeah....Newsom wouldn't be doing this if not for the #recall! He's a FAKE, a FRAUD, and a… https://t.co/oq6dif05VN"
"39","@VeBo1991 @EricMMatheny Take Down the #CCP!"
"40","Joel #Fuhrman MD:

""Combatting #Cancer &amp; #Autoimmune Disease Without Drugs.""

The DRUGS are intended to keep you SI… https://t.co/2X0dGH79Vc"
"41","@gregkellyusa Dr. Judy #Mikovitz
THERE IS AN #ANTIDOTE!!

#SURAMIN IS THE ANTIDOTE TO THE Covid #JAB!!    S U R A M… https://t.co/8KmyofOjSU"
"42","Dr. Judy #Mikovitz
THERE IS AN #ANTIDOTE!!

#SURAMIN IS THE ANTIDOTE TO THE Covid #JAB!!    S U R A M I N!!

The Co… https://t.co/oStE3fqQ1u"
"43","Ugh. Where do they find these creeps? It's unbelievable! https://t.co/RNrN6T1WWd"
"44","#MikeAdams,
HEALTH RANGER REPORT:
Situation Update:
""#America Becoming #Venezuela Meets #TrumanShow.""

https://t.co/pa5vQ7QSYH"
"45","The #ClassAction, with President #Trump as the LEAD #Plaintiff, will TAKE DOWN #Twitter, #Facebook, and #Google! An… https://t.co/JS1xxSAAg8"
"46","President Trump just ANNOUNCED a big, fat CLASS ACTION against Twitter, Facebook, and Google, including against the… https://t.co/pAnUfGSDSy"
"47","#DustinNemos:
Introducing #AshliBabbitt's KILLER, Lieutenant #MikeByrd.
https://t.co/OJSa1XxW4l"
"48","@catturd2 WHERE'S #HUNTER &amp; his complicit Pedo Sniffer relative?"
"49","@looseneckz @GarysheffieldJr NOT. HAPPENING. 
NEVER EVER. Ever heard of MASSIVE #ElectionFraud?
#WakeUp."
"50","@GarysheffieldJr #California is already Republican. It's just that the #Communist #Democrats have CHEATED for decad… https://t.co/aLWsPec0dy"
"51","""Ye shall know us by our deeds,"" 
said the #BadFellas.

Yep, we figured THAT out long ago! 👍👍GOT IT!
Maybe because… https://t.co/ab7Cy9ILWL"
"52","UNPAID TAXES &amp; WELFARE #FRAUD should theoretically FINISH OFF #Communist mayoral candidate, #IndiaWalton. SHE'S BIG… https://t.co/8C7Yqf7Rzy"
"53","FIRE those 5,000 biased teachers, regardless of their pathetic Teacher's Union! #CRT TEACHES #RACISM; CRT DOES NOT… https://t.co/pOf9cC3465"
"54","In coming posts, #Sundance will delve deep into the #FourthBranch of Gov't,  of which there definitely is one. In m… https://t.co/ucidRt5aQW"
"55","Yet ANOTHER massive DATA BREACH-- this time from #LinkedIn. Thank #CCP CHINA &amp; their #Democrat #COHORTS. These DATA… https://t.co/mzMiDMGKXe"
"56","""It's the VACCINATED people who are speeding up the evolution of &amp; spreading the #variants, including the… https://t.co/hr0tTDIdHX"
"57","@catturd2 Idk, but it's probably something sick."
"58","@BradyRussBrian1 @DanScavino It would have been if the #FakeNews media wasn't censoring everybody except their belo… https://t.co/Pd8FoU4mUm"
"59","#TRUTH! https://t.co/wCSW6Q3A3X"
"60","@Andr3wRj21 @DanScavino WOW! That is soooo cool! Thanks for posting!"
"61","@phillyrob1 @DanScavino @FoxNews @Stateflorida Because FOX is a big part of the problem. Except for a  very few, FO… https://t.co/l1s7DOdvf2"
