"","text"
"58","@Jim_Jordan I haven’t seen them yet. Where are they? I know you’re really good at making them up and screaming abou… https://t.co/arM9VBypFs"
"59","https://t.co/uO97bJzA3t"
"60","https://t.co/ybBH7wkRbR"
"61","https://t.co/14KCWwj7h0"
"62","@MrLottaHoes Dude glasses are cool. I prefer them any day to not seeing."
"63","@RepMattGaetz James comey is the one that caused hillary to lose in 2016. Your logic makes no sense."
"64","@SpeakerMcCarthy You created this problem. Just pass a clean debt ceiling bill and then negotiate the budget during… https://t.co/j39UuaxD0o"
"65","@UNCDubb Man, their base sure does love legislating anyone that isn’t a rich white man. It gets really old seeing t… https://t.co/RoqNMTMnI7"
"66","@GP_Ut_Prosim @PeteKaliner I’m leftist not a liberal. Totally 2 different things."
"67","@PeteKaliner We don’t need new restrictions on abortion care in North Carolina."
"68","@GP_Ut_Prosim @PeteKaliner Is that supposed to prove a point? This makes you look hateful and petty."
"69","@UNCDubb @PeteKaliner @CLG120 @PPSATNC @NC_Governor We didn’t need it."
"70","@PeteKaliner @ErikDavisforNC1 It should be! Do you want your penis to be legislated? Controlled by a bunch of old c… https://t.co/mfOfs1C3ix"
"71","@PeteKaliner Get out of here. We would of been just fine with the abortion ban being at 20 weeks. That would of bee… https://t.co/la0NJFBbOU"
"72","@RepNancyMace You’re a trump shill."
"73","@settle_eddie @ncpol @ncga @NCGOP You make me sick. Why do you guys feel compelled to hurt women in North Carolina?… https://t.co/28Z33oHymD"
"74","@NikkiHaley It’s a nothing burger."
"75","@Skip90572567 Snowflake is offended."
"76","@GMarisaPal @Neal_Inman @NCHouseSpeaker https://t.co/Rui3F9n0Z8"
"77","@AStevens1956 @Neal_Inman @LauraLauram7 @NCHouseSpeaker https://t.co/j5T0kr14kO"
"78","@N_Campbell458 @Neal_Inman @NCHouseSpeaker https://t.co/iK4IGLUGym"
"79","@M_Walker33 @ABC11_WTVD https://t.co/IoRxfyAcUv"
"80","@Bigmacsr56 @ABC11_WTVD @markrobinsonNC https://t.co/npiB2RP2fS"
"81","@LooneyTunes002 @ABC11_WTVD https://t.co/Wt4vMhQ6y8"
"82","@ShreveportPete @ABC11_WTVD https://t.co/wgOJgNBghG"
"83","@amendconsult @ABC11_WTVD https://t.co/BR2GG8g2ud"
"84","@AudreyruthBlev2 @ABC11_WTVD @settle_eddie https://t.co/1yjcCcdCqZ"
"85","@AudreyruthBlev2 @ABC11_WTVD https://t.co/9k21817jL4"
"86","@shellbell1060 @ABC11_WTVD https://t.co/ZsfrMQdU2B"
"87","@JoeToole13 @0ct4v1an @rothbard_brasil @RobertKennedyJr Obviously you haven’t thought through the implications of u… https://t.co/WbN2HAEs8V"
"88","@BasedMikeLee Durham has credibility? Really?"
"89","@triciacotham https://t.co/YsMXrrNquu"
"90","@triciacotham https://t.co/Y7q1MMa07P"
"91","@triciacotham https://t.co/eRJ2se8Q5H"
"92","@triciacotham @NC_Governor @Hunt_Institute https://t.co/w2XaV4Ix09"
"93","@triciacotham @AHHCNC https://t.co/eO3tY36Pcl"
"94","@triciacotham https://t.co/t59M6bWxAF"
"95","@triciacotham https://t.co/sSW5HQhsOf"
"96","@triciacotham https://t.co/q2wKMkhtex"
"97","@triciacotham @LIBRENC @AFPNC https://t.co/I6PMdYdhBM"
"98","@triciacotham https://t.co/qKT3FxmQBx"
"99","@triciacotham @MichaelLee4NC @MyNCSenate @NCHouseSpeaker https://t.co/SnOhVJOoRN"
"100","@triciacotham https://t.co/1rrnJLd0Z6"
"101","@triciacotham @Riley_Gaines_ https://t.co/Bobkddo4Ns"
